# id; latitude; longitude
48209801526; 40.715500; -73.991834
48209866591; 40.775166; -73.963334
48205609522; 40.715088; -73.944625
48209794261; 40.774000; -73.963834
48208529817; 40.736605; -74.006203
48208969122; 40.739588; -74.009187
48206399011; 40.752800; -73.979283
48209863822; 40.756500; -73.983667
48209900542; 40.702166; -73.926167
48208496331; 40.742955; -74.012398
48205608942; 40.729858; -73.955445
48206398431; 40.758879; -73.985098
48206495622; 40.730055; -74.006539
48209824671; 40.727666; -74.005667
48208874201; 40.739555; -74.009378
48209846241; 40.756500; -73.989167
48206448447; 40.758879; -73.985098
48208901326; 40.739627; -74.009317
48209861502; 40.715500; -73.991834
48208990696; 40.739516; -74.009353
48209869362; 40.757166; -73.978834
48206451812; 40.748768; -73.985420
48208905881; 40.739577; -74.009309
48205555361; 40.725508; -73.958298
48209811351; 40.722500; -74.004000
48209759966; 40.739355; -74.005311
48208843466; 40.739544; -74.008598
48209885987; 40.727666; -74.005667
48206450057; 40.758879; -73.985098
48208978487; 40.739627; -74.009164
48208903397; 40.739491; -74.008775
48208956176; 40.739558; -74.009195
48209859197; 40.755333; -73.986834
48205852611; 40.729900; -73.959395
48208986916; 40.739605; -74.009048
48209838871; 40.718166; -73.960667
48209032181; 40.739552; -74.009187
48209035156; 40.739625; -74.009339
48209794056; 40.775333; -73.963167
48209761631; 40.710000; -73.951500
48209822657; 40.710000; -73.951667
48208944506; 40.739491; -74.008767
48208893497; 40.739552; -74.008812
48208950256; 40.739569; -74.009025
48208499071; 40.739533; -74.009414
48209002792; 40.739533; -74.009178
48208926751; 40.739563; -74.008798
48209009407; 40.739616; -74.009445
48205555056; 40.729805; -73.955489
48208913472; 40.739513; -74.009492
48209778901; 40.760500; -73.966001
48208917726; 40.739475; -74.008903
48205609187; 40.716452; -73.944703
48208532552; 40.739497; -74.009309
48208463427; 40.705411; -74.007997
48208539962; 40.739627; -74.009078
48209011176; 40.739594; -74.008820
48208868961; 40.739508; -74.009470
48206205057; 40.712013; -74.012038
48209783036; 40.742038; -74.007865
48208994161; 40.739586; -74.008837
48205554886; 40.729911; -73.955064
48206395546; 40.752523; -73.978339
48208886506; 40.739563; -74.008837
48209866431; 40.772333; -73.983167
48209847412; 40.718834; -74.011116
48209033912; 40.739552; -74.008659
48208501581; 40.742711; -74.012131
48209990611; 40.713207; -74.015665
48209015227; 40.739486; -74.008728
48205902957; 40.729894; -73.959392
48205555276; 40.729827; -73.955559
48208471651; 40.742413; -74.012328
48209793066; 40.719062; -74.012993
48205555976; 40.715088; -73.944625
48209889772; 40.736000; -74.002500
48208872336; 40.739605; -74.008584
48209795686; 40.719062; -74.012993
48209004776; 40.739627; -74.008973
48208621457; 40.705411; -74.007997
48209830676; 40.706166; -73.948167
48208947407; 40.739522; -74.009256
48209903522; 40.720833; -73.992000
48208468236; 40.742413; -74.012328
48207803881; 40.707138; -73.988461
48209846492; 40.775500; -73.963667
48209801611; 40.715500; -73.991834
48209824512; 40.710000; -73.951667
48209761536; 40.710000; -73.951667
48209859287; 40.715500; -73.991667
48209786781; 40.775500; -73.963667
48206240517; 40.729716; -74.006828
48209832772; 40.740363; -74.008176
48209793991; 40.775166; -73.963167
48209839907; 40.738666; -73.991834
48209890022; 40.735333; -74.001834
48205592166; 40.783588; -73.979339
48209886502; 40.735666; -74.001667
48209798156; 40.720500; -73.992500
48209279621; 40.733166; -73.990831
48209763821; 40.710166; -73.951500
48209279906; 40.730030; -73.997787
48209802116; 40.715500; -73.991667
48209800586; 40.715500; -73.991834
48209869412; 40.769166; -73.967334
48206592627; 40.724111; -73.998675
48209875682; 40.761833; -73.983834
48207259437; 40.723453; -73.996728
48209814696; 40.763500; -73.987167
48209866766; 40.733000; -73.981500
48209866876; 40.726333; -73.989500
48209846357; 40.775833; -73.954834
48209823636; 40.727666; -74.005667
48209814816; 40.761833; -73.984000
48209778831; 40.736666; -73.990334
48209890852; 40.716500; -73.961334
48209839777; 40.717833; -73.959167
48209279846; 40.730033; -73.997787
48208488411; 40.739522; -74.009475
48209028096; 40.739630; -74.009323
48208881256; 40.739563; -74.008706
48205555676; 40.715594; -73.944651
48209822767; 40.710000; -73.951667
48209764176; 40.717166; -73.958334
48208518157; 40.738486; -74.014756
48208991102; 40.739577; -74.008781
48208482871; 40.739627; -74.009262
48206396826; 40.758879; -73.985098
48209279996; 40.730025; -73.997781
48209053357; 40.739608; -74.009025
48207851296; 40.749619; -73.991735
48206183646; 40.757160; -73.986213
48205555166; 40.729938; -73.955453
48209019872; 40.739491; -74.008675
48206354521; 40.753855; -74.002137
48208883531; 40.739516; -74.009256
48208888486; 40.739522; -74.009292
48208920611; 40.739625; -74.009178
48209869507; 40.757000; -73.982167
48207483781; 40.769000; -73.978973
48209846392; 40.775500; -73.963500
48209026852; 40.739575; -74.009170
48207288321; 40.715354; -73.993177
48209802711; 40.756500; -73.983667
48205609402; 40.715502; -73.944642
48209812782; 40.739803; -74.002790
48208856811; 40.739533; -74.008598
48208911051; 40.739627; -74.009309
48208557272; 40.742716; -74.012123
48207255281; 40.715582; -73.993670
48205881921; 40.778716; -73.989648
48205608697; 40.729911; -73.955064
48208546292; 40.736694; -74.006256
48205554601; 40.729916; -73.955375
48205554706; 40.729938; -73.955284
48205554786; 40.729897; -73.955437
48205554271; 40.729775; -73.955414
48205605747; 40.727938; -73.953262
48201180362; 40.792166; -73.977867
48205554436; 40.729919; -73.955428
48201970166; 40.751426; -73.976553
48205604942; 40.729825; -73.955506
48205604642; 40.729933; -73.955398
48201144336; 40.752266; -73.968475
48205553801; 40.729866; -73.955489
48205553301; 40.729783; -73.955248
48200846357; 40.761269; -73.976984
48200996986; 40.740263; -73.981834
48201238382; 40.734056; -74.029247
48200871671; 40.761525; -73.977020
48205605667; 40.727938; -73.953262
48205607367; 40.723958; -73.960053
48200804896; 40.761238; -73.977312
48204316741; 40.724104; -73.992512
48200892487; 40.761611; -73.977128
48205553106; 40.729952; -73.955192
48205552686; 40.729861; -73.955170
48200886576; 40.761516; -73.977181
48202015817; 40.751662; -73.975710
48205553191; 40.729958; -73.955301
48205606352; 40.729952; -73.955414
48201142161; 40.752272; -73.968437
48200807321; 40.761525; -73.976592
48200924326; 40.761291; -73.976975
48200908127; 40.761372; -73.976975
48200983152; 40.761530; -73.976867
48205606512; 40.725508; -73.958298
48205551881; 40.709563; -73.931526
48201123526; 40.752258; -73.968462
48205606422; 40.730086; -73.955575
48205605907; 40.729983; -73.955453
48200766396; 40.761413; -73.977212
48204304962; 40.724104; -73.992512
48205607707; 40.729766; -73.955392
48205607607; 40.729816; -73.955428
48200879097; 40.761586; -73.977098
48205551046; 40.729961; -73.955353
48200820481; 40.761200; -73.977234
48200793626; 40.761166; -73.977195
48205553576; 40.723958; -73.960053
48201400567; 40.710141; -74.012714
48205553431; 40.729877; -73.955475
48200824716; 40.761555; -73.977106
48203814851; 40.722230; -73.993139
48202330486; 40.741936; -73.989089
48200834432; 40.761272; -73.977014
48200210647; 40.772872; -73.967170
48201120886; 40.752269; -73.968445
48204225696; 40.724104; -73.992512
48200878836; 40.761108; -73.976967
48205553951; 40.729816; -73.955428
48200976392; 40.761166; -73.977195
48200901842; 40.761561; -73.977120
48201126516; 40.752261; -73.968475
48200789171; 40.761586; -73.976464
48200857696; 40.761413; -73.976845
48200210527; 40.773900; -73.966750
48200985662; 40.761177; -73.977234
48202016337; 40.751662; -73.975710
48200849091; 40.761413; -73.976814
48202376522; 40.752783; -73.977151
48200467927; 40.722408; -73.993242
48205553871; 40.729875; -73.955484
48203010607; 40.724104; -73.992512
48200875181; 40.761561; -73.977189
48200892836; 40.761569; -73.976998
48200912451; 40.761233; -73.977281
